Water,Methane,Ethane,Propane,Isobutane,Butane,Isopentane,Pentane,Hexane,Heptane,Carbon Dioxide,SPECIFIC GRAVITY,Pressure (psia),PR,Hydrate Temperature (K)
0,20,0,0,0,0,0,0,0,0,80,1.326082154,377.1,0.380832155,275.36
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,1802.272,2.629049663,292.8999
0,78.14,0,0,0,0,0,0,0,0,21.86,0.764811398,500,0.661975993,283.9076843
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1268.846,1.774629766,291.4609
0,77.37,0,0,0,0,0,0,0,0,22.63,0.772244808,1833.333333,2.41728958,291.7012939
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,695.5112,0.972753887,287.5179
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1743.77,1.702239027,294.1416
0,44.65,0,0,0,0,0,0,0,0,55.35,1.088116483,253.81,0.284983169,275.6
0,50,0,0,0,0,0,0,0,0,50,1.036468761,390,0.448791715,277.14
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,1436.832,1.871611805,292.514
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,98.6308,0.122785662,275.1763
0,78,0,2,0,0,0,0,0,0,20,0.766222989,722.2222222,0.96711511,286.8700256
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,431.5618,0.5606478,281.6584
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,1988.993,2.901427408,293.3681
0,82,11.3,4.2,0.1,0.1,0,0.2,0,0,0.5,0.65191039,389.27,0.589619534,285.12
0,54.21,0,0,0,0,0,0,0,0,45.79,0.995826348,161,0.188968999,274.7
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,59.40994,0.074791827,255.586
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,2148.902,3.173917216,293.1415
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,741.2028,0.623880132,288.4983
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,116.2962,0.160490453,271.8035
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,928.412,1.359683781,288.5882
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,293.6746,0.41073833,280.7356
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,1805.767,2.248002621,295.2393
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,2387.941,3.102206612,292.8672
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,927.4972,1.154642951,291.788
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1889.963,2.374309084,291.4334
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,2398.168,3.498308121,294.2688
0,78.14,0,0,0,0,0,0,0,0,21.86,0.764811398,1611.111111,2.133033755,291.2354736
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,30.17108,0.041636531,242.6936
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1229.903,1.545093668,289.0846
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,63.03221,0.092312329,255.6138
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,2130.742,3.001258739,292.4155
0,87,0,0,0,0,0,0,0,0,13,0.679278909,75,0.104236157,273.82
0,12.38,1.96,1.66,0.37,0.48,0,0,0,0,83.15,1.39440368,1199,1.196833002,295.25
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,478.181,0.590334596,284.7491
0,46.6,0,0,0,0,0,0,0,0,53.4,1.069291612,265.41,0.30066747,274.2
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,928.0056,1.3071432,287.4616
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,1663.397,2.436088635,292.1618
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1733.766,1.69247329,294.1178
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,18.35596,0.023060093,229.8895
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,1264.295,1.844280078,291.1383
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,1942.388,1.634933491,292.9175
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,2319.575,3.013391412,292.7153
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,1821.973,2.373294982,293.455
0,91,0,0,0,0,0,0,0,0,9,0.64066379,944.4444444,1.342761096,287.8339539
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,1808.645,2.251585449,295.2453
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,46.40031,0.057932729,259.879
0,93,0,0,0,0,0,0,0,0,7,0.621356231,944.4444444,1.358365614,287.7431946
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,970.3336,1.219003695,287.598
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,1574.896,2.326113303,291.5689
0,92,0,0,0,0,0,0,0,0,8,0.63101001,2277.777778,3.257132326,292.6039124
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,89.09053,0.086968681,272.8088
0,50.42,0,0,0,0,0,0,0,0,49.58,1.032414173,639.61,0.737469895,281.8
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,1475.254,2.17894258,291.2275
0,92,0,0,0,0,0,0,0,0,8,0.63101001,722.2222222,1.032749274,285.7575378
0,56,0,0,0,0,0,0,0,0,44,0.978546082,722.2222222,0.854943679,286.2098694
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,80.57526,0.104957022,271.7789
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,230.1292,0.224648265,280.4579
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1466.772,2.051452463,292.2471
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,1324.732,1.94010484,290.8657
0,74.3,0,0,0,0,0,0,0,0,25.7,0.801881912,1611.111111,2.090104551,291.217865
0,56,0,0,0,0,0,0,0,0,44,0.978546082,1833.333333,2.170241646,291.5715027
0,52.55,8.12,4.74,1.31,1.88,0,0,0,0,31.4,0.988463027,1833.333333,2.318448719,293.2782288
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,558.8107,0.818392961,284.8066
0,92,0,0,0,0,0,0,0,0,8,0.63101001,316.99,0.453283189,281.71
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,15.64826,0.019699767,229.9137
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1670.645,1.630855629,293.9625
0,50,0,0,0,0,0,0,0,0,50,1.036468761,1611.111111,1.853982867,291.0880737
0,12.38,1.96,1.66,0.37,0.48,0,0,0,0,83.15,1.39440368,398,0.39728068,278.01
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,1809.096,2.2521469,295.2465
0,94,0,0,0,0,0,0,0,0,6,0.611702451,166.99,0.241580348,276.26
0,93,0,0,0,0,0,0,0,0,7,0.621356231,1611.111111,2.31721193,290.8858948
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,2766.936,3.60420013,295.4142
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,443.4256,0.373237151,285.3502
0,52.55,4.74,3.11,1.31,1.88,0,4.01,0,0,31.4,1.02843914,1388.888889,1.788913003,292.1162415
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,133.7819,0.197595179,273.0401
0,56,0,0,0,0,0,0,0,0,44,0.978546082,2055.555556,2.433301241,292.1621094
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,29.64974,0.037248161,238.4294
0,85.75,0,0,0,0,0,0,0,0,14.25,0.691346134,722.2222222,0.996759764,285.8704224
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,2004.576,2.803634356,293.8009
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,182.0678,0.256451779,274.3491
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,1683.555,2.078419596,292.653
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,1554.684,1.935428938,294.5942
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1371.848,1.727034534,291.3191
0,91,0,0,0,0,0,0,0,0,9,0.64066379,1611.111111,2.290592458,290.9766541
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,1490.07,1.839554209,292.099
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,801.5922,0.997903587,290.8597
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,37.25499,0.048398464,242.6889
0,0,0,0,0,0,0,0,0,0,100,1.519157749,454,0.423902894,280.71
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,72.42058,0.091171065,259.88
0,87.56,0,0,0,0,0,0,0,0,12.44,0.673872793,2277.777778,3.175676044,292.5969849
0,93,0,0,0,0,0,0,0,0,7,0.621356231,722.2222222,1.038750176,285.6667786
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,2182.961,2.835914307,292.3994
0,87.56,0,0,0,0,0,0,0,0,12.44,0.673872793,722.2222222,1.006921672,285.7506104
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,1519.111,1.278655681,291.9829
0,74.3,0,0,0,0,0,0,0,0,25.7,0.801881912,2277.777778,2.9549754,292.842041
0,50,0,0,0,0,0,0,0,0,50,1.036468761,1396,1.606444189,293.34
0,52.26,0,0,0,0,0,0,0,0,47.74,1.014651219,580.15,0.674695326,281.2
0,56,0,0,0,0,0,0,0,0,44,0.978546082,500,0.591884085,283.8873596
0,52.26,0,0,0,0,0,0,0,0,47.74,1.014651219,944.4444444,1.098357756,288.2112732
0,80,0,0,0,0,0,0,0,0,20,0.746855368,1611.111111,2.154467921,291.2354736
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,156.1214,0.219904951,273.0563
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1449.291,1.414773567,293.3219
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,57.43093,0.072148914,251.2724
0,52.55,8.12,4.74,1.31,1.88,0,0,0,0,31.4,0.988463027,937,1.184938064,291.38
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,2811.11,4.100683914,295.0722
0,60,0,0,0,0,0,0,0,0,40,0.939930963,1166.666667,1.407997426,289.1873169
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,116.9735,0.170634144,273.0617
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1239.221,1.556799618,289.1293
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1740.442,1.698990289,294.1336
0,82,11.3,4.2,0.1,0.1,0,0.2,0,0,0.5,0.65191039,1611.111111,2.440317984,293.3472595
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,1056.336,1.547031842,289.4576
0,48.61,0,0,0,0,0,0,0,0,51.39,1.049887515,409.73,0.468468662,278.4
0,50.42,0,0,0,0,0,0,0,0,49.58,1.032414173,944.4444444,1.088943802,288.2112732
0,56,0,0,0,0,0,0,0,0,44,0.978546082,2277.777778,2.696360834,292.6289063
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,730.5236,0.912089287,289.5439
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,651.4279,0.848547463,288.1035
0,77.78,0,0,0,0,0,0,0,0,22.22,0.768286759,1388.888889,1.835288253,290.5892029
0,43.71,0,0,0,0,0,0,0,0,56.29,1.097191036,200.14,0.223767223,274.3
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,74.53891,0.092793625,273.1138
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1741.551,1.700072877,294.1362
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,69.18193,0.095472073,259.8454
0,91,0,0,0,0,0,0,0,0,9,0.64066379,722.2222222,1.026817309,285.7575378
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,2433.555,3.004326202,294.4242
0,86,0,0,0,0,0,0,0,0,14,0.688932689,500,0.691027696,283.1618347
0,7.86,1.13,0.86,0,0.33,0,0,0,0,89.62,1.436436873,267.08,0.259964904,276.5
0,77.37,0,0,0,0,0,0,0,0,22.63,0.772244808,944.4444444,1.24527039,288.2564087
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,2176.367,2.709363235,296.1569
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,154.6655,0.228440149,274.2357
0,78.14,0,0,0,0,0,0,0,0,21.86,0.764811398,1388.888889,1.838822203,290.6068115
0,85,0,0,0,0,0,0,0,0,15,0.698586469,110,0.151181968,276.48
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,432.2054,0.544108131,283.1167
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,112.3502,0.138701057,273.1386
0,52.55,8.12,4.74,1.31,1.88,0,0,0,0,31.4,0.988463027,2500,3.161520981,294.6323853
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,2298.025,2.886946269,292.4328
0,77.78,0,0,0,0,0,0,0,0,22.22,0.768286759,2055.555556,2.716226615,292.3589478
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,115.0195,0.167783763,272.699
0,85.75,0,0,0,0,0,0,0,0,14.25,0.691346134,1611.111111,2.223541012,291.0505676
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,2078.095,1.749159855,293.1859
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,2400.317,3.312472493,294.2914
0,74.3,0,0,0,0,0,0,0,0,25.7,0.801881912,500,0.648653137,283.9076843
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,99.9655,0.123411622,270.6831
0,52.55,8.12,4.74,1.31,1.88,0,0,0,0,31.4,0.988463027,1166.666667,1.475376458,290.894043
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1743.77,1.702239027,294.1416
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,39.22198,0.049376982,247.011
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,1514.599,1.274857871,291.9712
0,94,0,0,0,0,0,0,0,0,6,0.611702451,1388.888889,2.009271583,290.2572327
0,85.75,0,0,0,0,0,0,0,0,14.25,0.691346134,944.4444444,1.303455076,287.9468384
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,2491.499,3.24541696,294.8941
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,906.7617,1.139140047,287.1439
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,1730.496,2.534356885,292.3767
0,78.4,0,0,0,0,0,0,0,0,21.6,0.762301415,2277.777778,3.019868081,292.8596497
0,80,0,0,0,0,0,0,0,0,20,0.746855368,377,0.504145493,276
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1780.997,1.7385794,294.2407
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,83.801,0.115646603,264.1432
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,86.28077,0.108392183,259.8558
0,85,0,0,0,0,0,0,0,0,15,0.698586469,2055.555556,2.825117587,292.1916504
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,387.3461,0.3260343,284.4541
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,126.1873,0.15885858,272.6716
0,59,0,0,0,0,0,0,0,0,42,0.96477632,722.2222222,0.856373062,286.2098694
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,90.46274,0.08830821,273.0807
0,44.61,0,0,0,0,0,0,0,0,55.39,1.088502634,246.56,0.276792494,275.5
0,10.04,0,0,0,0,0,0,0,0,89.96,1.4222338,1164,1.129616288,289.06
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,69.68197,0.090767465,268.4668
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1983.706,1.936460526,294.7493
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,23.49956,0.030528598,234.14
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,1557.63,2.300611509,291.511
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,50.33785,0.049138965,259.8789
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,105.829,0.154377195,270.7557
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,2277,3.184651232,294.439
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1670.037,2.335742376,292.8885
0,80,0,0,0,0,0,0,0,0,20,0.746855368,1833.333333,2.451635909,291.7189026
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,111.0262,0.153217776,270.6949
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,80.91461,0.101025277,272.3914
0,50,0,0,0,0,0,0,0,0,50,1.036468761,454,0.522439586,277.6
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,17.16601,0.016757171,238.4583
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,1853.67,2.704026079,293.0337
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,421.2317,0.520028285,283.768
0,86,0,0,0,0,0,0,0,0,14,0.688932689,1611.111111,2.226644799,291.0505676
0,91,0,0,0,0,0,0,0,0,9,0.64066379,500,0.710873521,283.0489502
0,76.31,0,0,0,0,0,0,0,0,23.69,0.782477815,268.32,0.3517993,277.5
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,461.0416,0.636244137,283.8893
0,77.37,0,0,0,0,0,0,0,0,22.63,0.772244808,2055.555556,2.710294378,292.3589478
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,1198.922,1.748917744,290.8373
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,1702.439,2.10173269,292.7011
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,1505.418,1.267130103,291.9471
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,2656.269,3.306794108,297.174
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,221.8363,0.276971904,280.6296
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1442.183,1.873559538,290.1905
0,87,0,0,0,0,0,0,0,0,13,0.679278909,1611.111111,2.239147086,290.9697266
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,139.4535,0.175191637,270.7034
0,77.37,0,0,0,0,0,0,0,0,22.63,0.772244808,722.2222222,0.952265592,286.2550049
0,52,0,0,0,0,0,0,0,0,48,1.017161201,1166.666667,1.355139464,289.1873169
0,78.4,0,0,0,0,0,0,0,0,21.6,0.762301415,1611.111111,2.136004252,291.2354736
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1108.924,1.396036619,290.0539
0,49.6,0,0,0,0,0,0,0,0,50.4,1.040330273,413.5,0.474951069,278.7
0,50.42,0,0,0,0,0,0,0,0,49.58,1.032414173,2277.777778,2.62627623,292.6289063
0,74.96,0,0,0,0,0,0,0,0,25.04,0.795510418,2500,3.254523527,293.2647095
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,182.9367,0.153980223,279.1861
0,82,11.3,4.2,0.1,0.1,0,0.2,0,0,0.5,0.65191039,1388.888889,2.103722401,292.7185974
0,50.42,0,0,0,0,0,0,0,0,49.58,1.032414173,2500,2.8824983,292.9526672
0,77.78,0,0,0,0,0,0,0,0,22.22,0.768286759,2500,3.303518855,293.2647095
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,458.0531,0.640640918,284.3308
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,1056.669,0.889412175,290.373
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1177.605,1.529842662,288.9943
0,74.3,0,0,0,0,0,0,0,0,25.7,0.801881912,1388.888889,1.801814269,290.5892029
